review_id,movie_id,ground_truth
rw4743101,tt5095030,POSITIVE
rw9071778,tt10954600,POSITIVE
rw9291951,tt10954600,POSITIVE
rw9940893,tt10954600,POSITIVE
rw3330353,tt2395427,POSITIVE
rw9455036,tt2395427,POSITIVE
rw3233125,tt2395427,POSITIVE
rw4880912,tt4154796,POSITIVE
rw4844169,tt4154796,POSITIVE
rw4799041,tt4154796,POSITIVE
rw4149851,tt4154756,POSITIVE
rw7794516,tt4154756,POSITIVE
rw4162943,tt4154756,POSITIVE
rw6961902,tt1825683,POSITIVE
rw4709894,tt1825683,POSITIVE
rw4593831,tt1825683,POSITIVE
rw8667384,tt9114286,POSITIVE
rw8665314,tt9114286,POSITIVE
rw8669766,tt9114286,POSITIVE
rw7109992,tt3480822,POSITIVE
rw7873752,tt3480822,POSITIVE
rw7108516,tt3480822,POSITIVE
rw10322078,tt14513804,POSITIVE
rw10321851,tt14513804,POSITIVE
rw10343577,tt14513804,POSITIVE
rw5268147,tt3498820,POSITIVE
rw8907111,tt3498820,POSITIVE
rw9598712,tt3498820,POSITIVE
rw8304663,tt0458339,POSITIVE
rw10736239,tt0458339,POSITIVE
rw3870490,tt0458339,POSITIVE
rw7298170,tt1843866,POSITIVE
rw10354280,tt1843866,POSITIVE
rw3063377,tt1843866,POSITIVE
rw4728024,tt4154664,NEGATIVE
rw4707576,tt4154664,POSITIVE
rw4706816,tt4154664,POSITIVE
rw9948475,tt6263850,POSITIVE
rw9926645,tt6263850,POSITIVE
rw9939383,tt6263850,POSITIVE
rw3574850,tt1211837,POSITIVE
rw3581419,tt1211837,POSITIVE
rw3570423,tt1211837,POSITIVE
rw8254245,tt9419884,POSITIVE
rw8117954,tt9419884,POSITIVE
rw8174271,tt9419884,POSITIVE
rw11138116,tt9032400,POSITIVE
rw7509095,tt9032400,POSITIVE
rw7517549,tt9032400,POSITIVE
rw3059120,tt2015381,POSITIVE
rw3778263,tt2015381,POSITIVE
rw3306231,tt2015381,POSITIVE
rw3707202,tt3896198,POSITIVE
rw5806696,tt3896198,POSITIVE
rw3709443,tt3896198,POSITIVE
rw9031006,tt6791350,POSITIVE
rw9048125,tt6791350,POSITIVE
rw9180981,tt6791350,POSITIVE
rw1957669,tt0371746,POSITIVE
rw9414426,tt0371746,POSITIVE
rw2057589,tt0371746,POSITIVE
rw2258077,tt1228705,POSITIVE
rw2254541,tt1228705,POSITIVE
rw2330535,tt1228705,POSITIVE
rw3225896,tt1300854,POSITIVE
rw2787326,tt1300854,POSITIVE
rw9877025,tt1300854,POSITIVE
rw7361840,tt9376612,POSITIVE
rw7548362,tt9376612,POSITIVE
rw7617452,tt9376612,POSITIVE
rw4974321,tt6320628,POSITIVE
rw4978305,tt6320628,POSITIVE
rw4978405,tt6320628,POSITIVE
rw10071926,tt2250912,POSITIVE
rw4143588,tt2250912,POSITIVE
rw7679646,tt10872600,POSITIVE
rw8120882,tt10872600,POSITIVE
rw9353934,tt0848228,POSITIVE
rw2652125,tt0848228,POSITIVE
rw10669963,tt10676052,POSITIVE
rw10665070,tt10676052,POSITIVE
rw3489715,tt0800080,POSITIVE
rw5772906,tt0800080,NEGATIVE
rw9430836,tt10676048,POSITIVE
rw9618105,tt10676048,POSITIVE
rw2423313,tt0800369,POSITIVE
rw2473994,tt0800369,POSITIVE
rw8524719,tt10648342,POSITIVE
rw8594543,tt10648342,POSITIVE
rw3849901,tt3501632,POSITIVE
rw3848553,tt3501632,POSITIVE
rw7849759,tt1981115,POSITIVE
rw3120683,tt1981115,POSITIVE
rw10487997,tt20969586,POSITIVE
rw10533175,tt20969586,POSITIVE
rw3279769,tt0478970,POSITIVE
rw3305048,tt0478970,POSITIVE
rw3323553,tt0478970,POSITIVE
rw4588350,tt5095030,POSITIVE
rw4373083,tt5095030,POSITIVE
rw4399018,tt5095030,POSITIVE
rw8904549,tt10954600,POSITIVE
rw8901444,tt10954600,POSITIVE
rw8878921,tt10954600,POSITIVE
rw9411932,tt2395427,POSITIVE
rw3229848,tt2395427,POSITIVE
rw3227319,tt2395427,POSITIVE
rw4801159,tt4154796,NEGATIVE
rw5004971,tt4154796,POSITIVE
rw4900765,tt4154796,POSITIVE
rw9414305,tt4154756,POSITIVE
rw4148231,tt4154756,POSITIVE
rw4141752,tt4154756,POSITIVE
rw10877756,tt1825683,POSITIVE
rw4167171,tt1825683,POSITIVE
rw4070058,tt1825683,POSITIVE
rw8674260,tt9114286,POSITIVE
rw8672840,tt9114286,POSITIVE
rw8728524,tt9114286,POSITIVE
rw7106179,tt3480822,POSITIVE
rw7137300,tt3480822,POSITIVE
rw7115062,tt3480822,POSITIVE
rw10331243,tt14513804,POSITIVE
rw10329775,tt14513804,POSITIVE
rw10321894,tt14513804,POSITIVE
rw5391525,tt3498820,POSITIVE
rw5286069,tt3498820,POSITIVE
rw8567956,tt3498820,POSITIVE
rw2583888,tt0458339,POSITIVE
rw2470559,tt0458339,POSITIVE
rw4100553,tt0458339,POSITIVE
rw3004407,tt1843866,POSITIVE
rw2992490,tt1843866,POSITIVE
rw2985437,tt1843866,POSITIVE
rw4710671,tt4154664,POSITIVE
rw7777627,tt4154664,POSITIVE
rw6966014,tt4154664,POSITIVE
rw10043060,tt6263850,POSITIVE
rw10329135,tt6263850,POSITIVE
rw10195628,tt6263850,POSITIVE
rw3847426,tt1211837,POSITIVE
rw3568999,tt1211837,POSITIVE
rw3570888,tt1211837,POSITIVE
rw8129277,tt9419884,POSITIVE
rw8119127,tt9419884,POSITIVE
rw8132085,tt9419884,POSITIVE
rw8647235,tt9032400,POSITIVE
rw7517037,tt9032400,POSITIVE
rw7509213,tt9032400,POSITIVE
rw7140884,tt2015381,POSITIVE
rw3062948,tt2015381,POSITIVE
rw3067500,tt2015381,POSITIVE
rw3808537,tt3896198,POSITIVE
rw9043156,tt3896198,POSITIVE
rw3790700,tt3896198,POSITIVE
rw9121126,tt6791350,POSITIVE
rw9037203,tt6791350,POSITIVE
rw9078461,tt6791350,POSITIVE
rw5898769,tt0371746,POSITIVE
rw5761535,tt0371746,POSITIVE
rw1869855,tt0371746,POSITIVE
rw2244765,tt1228705,POSITIVE
rw2247951,tt1228705,POSITIVE
rw2252517,tt1228705,POSITIVE
rw4868053,tt1300854,POSITIVE
rw2787488,tt1300854,POSITIVE
rw2957450,tt1300854,POSITIVE
rw7306123,tt9376612,POSITIVE
rw7304441,tt9376612,POSITIVE
rw8326036,tt9376612,POSITIVE
rw4984650,tt6320628,POSITIVE
rw4973501,tt6320628,POSITIVE
rw5031777,tt6320628,POSITIVE
rw4734261,tt2250912,POSITIVE
rw5085490,tt2250912,POSITIVE
rw7666537,tt10872600,POSITIVE
rw7666266,tt10872600,POSITIVE
rw2706941,tt0848228,POSITIVE
rw2609463,tt0848228,POSITIVE
rw10725562,tt10676052,POSITIVE
rw10673163,tt10676052,POSITIVE
rw1891384,tt0800080,POSITIVE
rw1962896,tt0800080,POSITIVE
rw9444406,tt10676048,POSITIVE
rw9601913,tt10676048,POSITIVE
rw11131808,tt0800369,POSITIVE
rw2558482,tt0800369,POSITIVE
rw8319776,tt10648342,POSITIVE
rw8352988,tt10648342,POSITIVE
rw8387148,tt3501632,POSITIVE
rw3851129,tt3501632,POSITIVE
rw2908591,tt1981115,POSITIVE
rw2896320,tt1981115,POSITIVE
rw10570931,tt20969586,POSITIVE
rw10615426,tt20969586,POSITIVE
rw3281597,tt0478970,POSITIVE
rw7072046,tt0478970,POSITIVE
rw3278910,tt0478970,POSITIVE
rw4227442,tt5095030,POSITIVE
rw4244750,tt5095030,POSITIVE
rw4262814,tt5095030,POSITIVE
rw10589391,tt10954600,NEGATIVE
rw8882244,tt10954600,POSITIVE
rw8892740,tt10954600,POSITIVE
rw5123511,tt2395427,POSITIVE
rw3226802,tt2395427,POSITIVE
rw3224958,tt2395427,POSITIVE
rw4800455,tt4154796,POSITIVE
rw4929151,tt4154796,POSITIVE
rw10544751,tt4154796,POSITIVE
rw4144450,tt4154756,POSITIVE
rw4149561,tt4154756,POSITIVE
rw4145528,tt4154756,POSITIVE
rw4073457,tt1825683,POSITIVE
rw4068982,tt1825683,POSITIVE
rw5995015,tt1825683,POSITIVE
rw8686773,tt9114286,POSITIVE
rw8864456,tt9114286,POSITIVE
rw8795465,tt9114286,POSITIVE
rw7181500,tt3480822,POSITIVE
rw7113099,tt3480822,POSITIVE
rw7144286,tt3480822,POSITIVE
rw10998927,tt14513804,POSITIVE
rw10322978,tt14513804,POSITIVE
rw10341448,tt14513804,POSITIVE
rw3465481,tt3498820,POSITIVE
rw7363068,tt3498820,POSITIVE
rw6077667,tt3498820,POSITIVE
rw9519181,tt0458339,POSITIVE
rw2622574,tt0458339,POSITIVE
rw3456374,tt0458339,POSITIVE
rw3242262,tt1843866,POSITIVE
rw3028270,tt1843866,POSITIVE
rw3004201,tt1843866,POSITIVE
rw4708020,tt4154664,POSITIVE
rw4888811,tt4154664,POSITIVE
rw4713584,tt4154664,POSITIVE
rw9943126,tt6263850,POSITIVE
rw9976615,tt6263850,POSITIVE
rw9918812,tt6263850,POSITIVE
rw3580905,tt1211837,POSITIVE
rw3576519,tt1211837,POSITIVE
rw8063458,tt1211837,POSITIVE
rw8269149,tt9419884,POSITIVE
rw8142929,tt9419884,POSITIVE
rw8134562,tt9419884,POSITIVE
rw7905785,tt9032400,POSITIVE
rw7524249,tt9032400,POSITIVE
rw7516866,tt9032400,POSITIVE
rw9035950,tt2015381,POSITIVE
rw3062813,tt2015381,POSITIVE
rw3064443,tt2015381,POSITIVE
rw3701613,tt3896198,POSITIVE
rw3700188,tt3896198,POSITIVE
rw4482040,tt3896198,POSITIVE
rw9295231,tt6791350,POSITIVE
rw9098326,tt6791350,POSITIVE
rw9048538,tt6791350,POSITIVE
rw3220958,tt0371746,POSITIVE
rw6567542,tt0371746,POSITIVE
rw5809805,tt0371746,POSITIVE
rw2243156,tt1228705,POSITIVE
rw2244238,tt1228705,POSITIVE
rw2246369,tt1228705,POSITIVE
rw3040021,tt1300854,POSITIVE
rw2943506,tt1300854,POSITIVE
rw10182492,tt1300854,POSITIVE
rw7308438,tt9376612,POSITIVE
rw7922576,tt9376612,POSITIVE
rw7315430,tt9376612,POSITIVE
rw4975415,tt6320628,POSITIVE
rw4990739,tt6320628,POSITIVE
rw4983242,tt6320628,POSITIVE
rw4245287,tt2250912,POSITIVE
rw3771817,tt2250912,POSITIVE
rw7650287,tt10872600,POSITIVE
rw8061146,tt10872600,POSITIVE
rw2660154,tt0848228,POSITIVE
rw2628098,tt0848228,POSITIVE
rw10664663,tt10676052,POSITIVE
rw10663292,tt10676052,POSITIVE
rw1895475,tt0800080,POSITIVE
rw4413717,tt0800080,POSITIVE
rw9453570,tt10676048,POSITIVE
rw9447186,tt10676048,POSITIVE
rw10261891,tt0800369,POSITIVE
rw10301564,tt0800369,POSITIVE
rw8317241,tt10648342,POSITIVE
rw8414621,tt10648342,POSITIVE
rw4602150,tt3501632,POSITIVE
rw4368026,tt3501632,POSITIVE
rw4698786,tt1981115,POSITIVE
rw10348977,tt1981115,POSITIVE
rw10496252,tt20969586,POSITIVE
rw10484844,tt20969586,POSITIVE
